;gndIdentifier;GND_name;GND_occupation;GND_gender;GND_country;placeOfBirth;GND_birth;GND_death;periodOfActivity
73350;127553975;Hilty-Kunz, David;Dramatiker;Männlich;Schweiz;;1822.0;1900.0;
73351;1105661520;Chevrolet, Gérald;Dramatiker, Drehbuchautor, Regisseur;Männlich;Schweiz;Bonfol;1955.0;2011.0;
73352;123384311;Lotmar, Lorenz;Schriftsteller, Dramatiker, Drehbuchautor;Männlich;Schweiz;Aarau;1945.0;1980.0;
73353;1110066414;Linder, Lukas;Dramatiker, Schriftsteller;Männlich;Schweiz;Laufen-Uhwiesen;1984.0;;
73354;127904603;Ribaux, Adolphe;Schriftsteller, Dramatiker;Unbekannt;Schweiz;;1864.0;1915.0;
73355;1035656116;Amiet, Franz Xaver;Politiker, Beamter, Archivar, Schriftsteller, Dramatiker;Männlich;Schweiz;;1786.0;1846.0;
73356;1128091739;Koch, Timo;Autor, Drehbuchautor, Dramatiker;Männlich;Schweiz;Zofingen;1979.0;;
73357;1036389014;Bieri, Martin;Schriftsteller, Dramatiker, Theaterwissenschaftler, Journalist, Kunsthistoriker;Männlich;Schweiz;Bern;1977.0;;
73358;1033576948;Boltshauser, Patrick;Schriftsteller, Dramatiker;Männlich;Schweiz, Liechtenstein;Sankt Gallen;1971.0;;
73359;102983248X;Millns, Walter;Dramatiker, Schriftsteller, Zeichner;Männlich;Großbritannien, Schweiz;London;1963.0;;
73360;1024151646;Seibt, Alexander;Schauspieler, Dramatiker;Männlich;Schweiz;;1967.0;;
73361;1035814293;Schiess, Mario;Übersetzer, Regisseur, Dramatiker, Sachverständiger;Männlich;Südafrika, Schweiz;Schweiz;1933.0;1998.0;
73362;1026793262;Holliger, Lukas;Dramatiker, Redakteur;Männlich;Schweiz;Basel;1971.0;;
73363;1118626826;Gonnella, Raniero;Schauspieler, Dramatiker, Moderator, Schauspieler;Männlich;Italien, Schweiz;Mailand;1911.0;2000.0;
73364;1118629795;Feger, Urs;Schriftsteller, Dramatiker;Männlich;Schweiz;Basel;1959.0;;
73365;1104960184;Merz, Roland;Dramatiker, Autor;Männlich;Schweiz;;1946.0;;
73366;1119475562;Guglielmetti, Thomas;Dramaturg, Dramatiker;Männlich;Schweiz;;1963.0;;
73367;1105425894;Carli, Domenico;Schauspieler, Dramatiker;Männlich;Italien, Schweiz;Barletta;1965.0;;
73368;141045779;Ganz, Hermann;Dramatiker, Schriftsteller;Männlich;Schweiz, Frankreich;Zürich;1891.0;1974.0;
73369;1174819820;Prince, Ami-Paul;Priester, Dramatiker;Männlich;Schweiz;Moutier;1911.0;1981.0;
73370;133535622;Fournier, Marc;Journalist, Schriftsteller, Dramatiker, Theaterdirektor, Dramatiker, Theaterintendant;Männlich;Frankreich, Schweiz;Genf;1815.0;1879.0;
73371;1013706676;Finger, Reto;Jurist, Dramatiker;Männlich;Schweiz;Bern;1972.0;;
73372;1080925414;Aebi-Zryd, Joseph;Dramatiker, Schauspieler, Regisseur;Männlich;Schweiz;Saint-Fons;1908.0;1986.0;
73373;1190102226;Tanner, Henri;Schriftsteller, Dramatiker, Illustrator;Männlich;Schweiz;;1897.0;1973.0;
73374;1044622105;Schneider, Johannes;Theologe, Propst, Dramatiker;Männlich;Schweiz;;1590.0;1639.0;
73375;1046903004;Ruff, Beat;Autor, Dramatiker;Männlich;Schweiz;Brig;1970.0;;2002
73376;1036424022;Frommherz, Christoph;Geograf, Autor, Dramatiker;Männlich;Schweiz;;1960.0;;
73377;104945653X;Lukić, Miodrag;Schriftsteller, Dramatiker;Männlich;Schweiz;;1966.0;;
73378;1047358085;Airoldi, Giovanni;Dramatiker;Männlich;Italien, Schweiz;Kanton Lugano;1823.0;1894.0;
73379;1057584282;Gerbidon, Marcel;Dramatiker;Unbekannt;Schweiz;Genf;1868.0;1933.0;
73380;1204862311;Rieben, Charles;Schriftsteller, Dramatiker;Unbekannt;Schweiz;;1881.0;1958.0;
73381;1158503601;Frey, Ulrich;Gas- und Wasserinstallateur, Dramatiker;Unbekannt;Schweiz;;1944.0;;
73382;123824311;Kamer, Paul;Schriftsteller, Literaturkritiker, Dramatiker, Essayist, Hausgeistlicher;Männlich;Schweiz;;1919.0;1999.0;
73383;1129808254;Zollikofer, Hans;Dramatiker, Zeitungsredakteur;Männlich;Schweiz;;1931.0;;
73384;1036321592;Berger, Andreas;Regisseur, Dramatiker, Schauspieler;Männlich;Schweiz;Waldshut-Tiengen;1959.0;;
73385;117041874;Lion, Ferdinand;Schriftsteller, Literarhistoriker, Dramatiker, Librettist;Männlich;Schweiz;Mülhausen;1883.0;1965.0;
73386;1070285978;Hadjadj, Fabrice;Essayist, Lehrer, Philosoph, Dramatiker;Männlich;Frankreich, Schweiz;;1971.0;;
73387;110065948;Michel, Markus;Schriftsteller, Dramatiker;Männlich;Schweiz;Köniz-Liebefeld;1950.0;;
73388;1028210248;Zeller, Florian;Schriftsteller, Dramatiker, Regisseur, Regisseur, Schriftsteller;Männlich;Schweiz, Frankreich;Paris;1979.0;;
73389;118603426;Rousseau, Jean-Jacques;Philosoph, Schriftsteller, Dramatiker, Pädagoge, Botaniker, Musikwissenschaftler, Komponist;Männlich;Schweiz, Großbritannien, Frankreich;Genf;1712.0;1778.0;
73390;1369050712;Schwarz, Raju;Schriftsteller, Dramatiker;Männlich;Schweiz, Nepal;;1979.0;;
73391;121308375;Rochaix, François;Theaterregisseur, Dramatiker, Schauspieler, Regisseur, Theaterdirektor;Männlich;Schweiz;Genf;1942.0;;
73392;1212823419;Benziger, Augustin;Priester, Lehrer, Dramatiker;Unbekannt;Schweiz;Einsiedeln;1870.0;1930.0;
73393;124746039;Oltramare, Georges;Schriftsteller, Dramatiker, Politiker, Journalist;Männlich;Schweiz;Genf;1896.0;1960.0;
73394;136575897;Martin, Serge;Schriftsteller, Dramatiker, Librettist, Komödiant, Regisseur, Regisseur, Schauspieler;Männlich;Schweiz, Kanada, Frankreich, Neuseeland;;1947.0;;
73395;122469445;Steiner, Eduard;Künstler, Lithograf, Grafiker, Dramatiker, Schriftsteller, Comicautor;Männlich;Schweiz;;1932.0;2020.0;
73396;122008790;Ostrowski, Joseph-Chrétien;Schriftsteller, Dramatiker;Männlich;Schweiz, Polen, Frankreich;Ujazd (Tomaszów Mazowiecki);1811.0;1882.0;
73397;1044622172;Wurstemberger, Rudolph;Schriftsteller, Dramatiker, Offizier, Politiker;Männlich;Schweiz;Bern;1790.0;1823.0;
73398;1113600497;Stamm, Alfred;Schriftsteller, Dramatiker, Jurist, Journalist;Männlich;Schweiz;Winterthur;1907.0;1995.0;
73399;1381764177;Berchtold, Lothar;Dramatiker;Männlich;Schweiz;;1956.0;;
73400;1187783668;Meichtry-Gonet, Chiara;Journalistin, Schriftstellerin;Weiblich;Schweiz;Lausanne;1977.0;;
73401;1192996941;Eggs-Mottet, Agnès;Schriftstellerin;Unbekannt;Schweiz;;1919.0;2006.0;
73402;1193950899;Grubenmann, Olivia;Schriftstellerin, Redakteurin;Weiblich;Schweiz;;1995.0;;
73403;1195094841;Moeschler, Vinciane;Journalistin, Schriftstellerin;Weiblich;Frankreich, Belgien, Schweiz;Genf;1964.0;;
73404;1194112048;Glassey, Stéphanie;Lehrerin, Therapeutin, Schriftstellerin;Unbekannt;Schweiz;;1988.0;;
73405;1184944768;Sakiri-Murati, Basrie;Übersetzerin, Schriftstellerin;Weiblich;https://d-nb.info/standards/vocab/gnd/geographic-area-code#XA-QV, Schweiz;;1971.0;;
73406;1190580004;Borel, Laurène;Schriftstellerin;Weiblich;Schweiz;;1999.0;;
73407;1190658690;Grey, Jill;Schriftstellerin, Künstlerin;Weiblich;Schweiz;Basel-Kleinbasel;1966.0;;
73408;1181254434;Mackenzie, Nancy;Schriftstellerin;Unbekannt;Schweiz;;1959.0;;
73409;1179824601;Gilliard, Valérie;Schriftstellerin;Weiblich;Schweiz;;1970.0;;
73410;1171177178;Rösinger, Monika;Schriftstellerin;Weiblich;Schweiz;;1952.0;;
73411;1172030308;Geiser-Verdon, Simone;Therapeutin, Schriftstellerin;Weiblich;Schweiz;Le Locle;1950.0;;
73412;1168834791;Schweizer, Laura Joy;Schriftstellerin;Weiblich;Schweiz;;1982.0;;
73413;1168836026;Beuchat Camillo, Andrée;Physiotherapeutin, Galeristin, Schriftstellerin;Weiblich;Schweiz;Courtételle;1945.0;;
73414;1163235954;Prétôt, Ophélie C.;Schriftstellerin;Weiblich;Schweiz;;1992.0;;
73415;1164024884;Zhao, Jennifer;Schriftstellerin;Unbekannt;Schweiz;;1993.0;;
73416;1098219457;Uhl, Eléona;Schriftstellerin;Unbekannt;Schweiz;;1961.0;;
73417;1095563874;Egli, Sanela;Verkäuferin, Schriftstellerin;Weiblich;Schweiz;Flawil;1981.0;;
73418;1065255489;Wenger, Regula;Journalistin, Schriftstellerin, Moderatorin;Weiblich;Schweiz;;1970.0;;
73419;1078226954;Andrey, Livia;Schriftstellerin;Weiblich;Schweiz;Bern;1994.0;;
73420;1078080631;Toutant, Denise;Schriftstellerin;Weiblich;Schweiz;;1800.0;1900.0;
73421;1073662551;Vernay, Éliane;Schriftstellerin, Verlegerin;Weiblich;Schweiz;Fleurier;1948.0;;
73422;1073834263;Junod, Huguette;Schriftstellerin;Weiblich;Schweiz;Genf;1943.0;;
73423;1093890088;Schneuwly, Tiffany;Schriftstellerin;Weiblich;Schweiz;;1989.0;;
73424;1089907095;Villard-Traber, Anneliese;Schriftstellerin, Feministin, Lehrerin;Weiblich;Schweiz;;1913.0;2009.0;
73425;1089446926;Ulrich, Anna;Schriftstellerin;Weiblich;Schweiz;;1866.0;1920.0;
73426;108952448X;Bröckelmann-Seitz, Christa;Lehrerin, Schriftstellerin;Unbekannt;Schweiz;;1935.0;2003.0;
73427;1089632290;Wallis, Suzanne;Schriftstellerin;Weiblich;Schweiz;Tavannes;1915.0;2009.0;
73428;1082320986;Kay, Alexis;Schriftstellerin;Weiblich;Schweiz;;1984.0;;
73429;1083031600;Frauchiger-Rothenbühler, Ruth;Schriftstellerin, Gymnasiallehrerin, Malerin;Unbekannt;Schweiz;Bern;1946.0;;
73430;106683160;Kreis, Erna;Schriftstellerin;Weiblich;Schweiz;;1899.0;1989.0;
73431;1165007614;Krell-Werth, Emma;Schriftstellerin, Archivarin, Anthroposophin;Unbekannt;Schweiz;Stuttgart;1906.0;1981.0;
73432;1079954430;Miralles, Dunia;Schriftstellerin;Weiblich;Schweiz;Neuenburg (Schweiz);1963.0;;
73433;1089292066;Frau Brigitte;Schriftstellerin;Unbekannt;Schweiz;;1890.0;1967.0;
73434;1089320566;Staehelin-Burckhardt, Charlotte Louise;Schriftstellerin;Weiblich;Schweiz;Basel;1877.0;1918.0;
73435;117373192X;Preiswerk, Esther;Schriftstellerin, Erzieherin;Unbekannt;Schweiz;;1887.0;1974.0;
73436;115208488;Schnyder, Marijke;Linguistin, Dozentin, Schriftstellerin;Unbekannt;Schweiz;;1956.0;;
73437;1081403403;Cochet, Florence;Schriftstellerin;Weiblich;Schweiz;;1976.0;;
73438;1081689242;Schmid-Wermser, Isolde;Hausärztin, Schriftstellerin;Weiblich;Schweiz;;1939.0;;
73439;11551984X;Wandeler-Deck, Elisabeth;Architektin, Psychotherapeutin, Soziologin, Schriftstellerin;Unbekannt;Schweiz;Zürich;1939.0;;
73440;1081743689;Keys, Cali;Schriftstellerin;Unbekannt;Schweiz;Lausanne;1985.0;;
73441;1168908752;Blättler, Adelheid;Schriftstellerin;Weiblich;Schweiz;;1947.0;;
73442;1081224509;Gallman, Marika;Schriftstellerin;Weiblich;Schweiz;;1983.0;;
73443;1078365784;Heinzelmann, Alice;Schriftstellerin;Weiblich;Schweiz;Delémont;1925.0;1999.0;
73444;1078876177;Dormond, Sabine;Schriftstellerin, Übersetzerin;Weiblich;Schweiz;;1967.0;;
73445;1081097574;Bex, Catherine;Journalistin, Schriftstellerin;Weiblich;Schweiz;;1977.0;;
73446;108381544;Werdenberg, Heidi;Schriftstellerin, Dozentin;Weiblich;Schweiz;Basel;1946.0;;
73447;1151734276;Giuliani, Valentina;Lehrerin, Schriftstellerin;Weiblich;Schweiz;Pisa;1964.0;;
73448;1105476030;Glerum, Elodie;Schriftstellerin;Weiblich;Schweiz;;1989.0;;
73449;112697763;Baumann, Iren;Schriftstellerin;Weiblich;Schweiz, Großbritannien;Cobham (Surrey);1939.0;;
73450;111625785;Ruchat, Anna;Übersetzerin, Schriftstellerin;Unbekannt;Italien, Schweiz;Zürich;1959.0;;
73451;111726336;Schilling, Bea;Schriftstellerin, Forstwirtin;Weiblich;Schweiz;;1944.0;;
73452;1178557502;Lüdi-Roth, Isabel;Krankenschwester, Schriftstellerin;Weiblich;Schweiz;;1974.0;;
73453;1101964758;Sbrissa, Isabelle;Schriftstellerin;Weiblich;Schweiz;;1971.0;;
73454;1178746658;Heinz, Monica;Schriftstellerin, Sekretärin;Weiblich;Schweiz;;1968.0;;
73455;1109895887;Jaton, Virginie;Schriftstellerin, Geografin;Weiblich;Schweiz;;1974.0;;
73456;1147982368;Favre, Béatrice;Schriftstellerin, Übersetzerin;Weiblich;Schweiz;;1928.0;;
73457;112375151X;Demierre, Carla;Schriftstellerin;Weiblich;Schweiz;;1980.0;;
73458;1156463734;Achard, Lucie;Publizistin, Schriftstellerin;Weiblich;Schweiz;Genf;1852.0;1927.0;
73459;111756018X;Zulauf, Lina;Schriftstellerin;Weiblich;Schweiz;;1892.0;1955.0;
73460;1111567344;Flück, Doris;Malerin, Schriftstellerin;Weiblich;Schweiz;Burgdorf (Kanton Bern);1937.0;;
73461;1166189171;Imperiano, Valquiria;Künstlerin, Schriftstellerin;Weiblich;Schweiz, Brasilien;;1953.0;;
73462;1112761594;Breuleux, Hélène;Schriftstellerin, Journalistin, Übersetzerin;Weiblich;Schweiz;;1886.0;1966.0;
73463;1164467166;Delacoste, Suzanne;Schriftstellerin, Journalistin;Weiblich;Schweiz;Lausanne;1913.0;1963.0;
73464;1112152016;Baumann-Schlachter, Elisabeth;Schriftstellerin;Unbekannt;Schweiz;Thun;1887.0;1941.0;
73465;118511955;Blum, Ruth;Schriftstellerin;Weiblich;Schweiz;Wilchingen;1913.0;1975.0;
73466;1106359879;Giacometti, Lorette;Rechtsanwältin, Schriftstellerin, Illustratorin;Weiblich;Schweiz;;1988.0;;
73467;1107198402;Corti-Dalphin, Béatrice;Psychotherapeutin, Schriftstellerin;Unbekannt;Schweiz;Genf;1936.0;;
73468;1107199522;Monney, Sibylle;Schriftstellerin;Unbekannt;Schweiz;;1970.0;;
73469;110696298;Schaad, Isolde;Schriftstellerin, Journalistin, Essayistin, Publizistin;Weiblich;Schweiz;Schaffhausen;1944.0;;
73470;1116500183;Bregani, Anne;Schriftstellerin;Unbekannt;Schweiz;Bern;1951.0;;
73471;110016580;Dach, Yla M. von;Schriftstellerin, Übersetzerin;Weiblich;Frankreich, Schweiz;Lyss;1946.0;;
73472;110232739;Lie, Romie;Schriftstellerin, Krankenschwester, Erwachsenenbildnerin;Unbekannt;Schweiz;Langnau im Emmental;1954.0;;
73473;1116736691;Drittenbass, Maria;Schriftstellerin;Weiblich;Schweiz;Zürich;1919.0;2010.0;
73474;109724232;Stössinger, Verena;Journalistin, Schriftstellerin, Dozentin;Weiblich;Schweiz;Luzern;1951.0;;
73475;1116556030;Schneider-Nobs, Elsy;Schriftstellerin;Weiblich;Schweiz;;1922.0;2017.0;
73476;111655853X;Sergy, Denyse;Schriftstellerin;Weiblich;Schweiz;;1919.0;2013.0;
73477;111776597;Correvon, Hedwig;Journalistin, Schriftstellerin;Unbekannt;Schweiz;;1876.0;1955.0;
73478;1116564025;Tella, Patricia;Chemikerin, Kauffrau, Schriftstellerin;Weiblich;Spanien, Schweiz;Lausanne;1975.0;;
73479;1116564920;Tognola, Anja;Künstlerin, Schriftstellerin;Weiblich;Schweiz, Italien;Lugano;1972.0;;
73480;1116570696;Wobmann, Fanny;Schriftstellerin;Weiblich;Schweiz;La Chaux-de-Fonds;1984.0;;
73481;1116534908;Lugon-Moulin, Anne;Botschafterin, Schriftstellerin;Unbekannt;Schweiz;Martigny;1971.0;;
73482;1116536714;Marguier, Sylvaine;Schriftstellerin;Weiblich;Schweiz;;1955.0;;
73483;108936406;Meyer, Veronika R.;Chemikerin, Bergsteigerin, Schriftstellerin;Unbekannt;Schweiz;Bern;1951.0;;
73484;1116579480;Huber, Elisabeth;Schriftstellerin;Weiblich;Schweiz;;1945.0;;
73485;1104741318;Klainguti, Irma;Schriftstellerin;Weiblich;Schweiz;;1917.0;2000.0;
73486;110324079X;Gyr, Brigitte;Schriftstellerin, Rechtsanwältin, Übersetzerin;Unbekannt;Frankreich, Schweiz;Genf;1945.0;;
73487;118658832;Bille, S. Corinna;Schriftstellerin;Weiblich;Schweiz;Lausanne;1912.0;1979.0;
73488;107601583;Trinkler, Hedwig;Laborantin, Schriftstellerin;Weiblich;Schweiz;;1924.0;2022.0;
73489;105792594;Heim, Cornelia;Schriftstellerin, Sekretärin;Unbekannt;Schweiz;;1907.0;1956.0;
73490;105993786;Keller, Ruth;Schriftstellerin;Unbekannt;Schweiz;;1925.0;1997.0;
73491;104936665;Brand, Olga;Schriftstellerin;Weiblich;Schweiz;Buenos Aires;1905.0;1973.0;
73492;140359087;Haller, Lilli;Schriftstellerin, Lehrerin;Weiblich;Ukraine, Schweiz;Kandergrund;1874.0;1935.0;
73493;106454366;Maag-Socin, Martha;Schriftstellerin, Jugendbuchautorin;Weiblich;Schweiz;Basel;1899.0;1983.0;
73494;104578807;Ammann-Meuring, Freddy;Schriftstellerin;Unbekannt;Schweiz;Amsterdam;1886.0;1965.0;
73495;1175704202;Bijlenga, Roberte-Anne;Augenärztin, Schriftstellerin;Weiblich;Algerien, Schweiz;;1941.0;;
73496;138507813;Fäh, Jolanda;Journalistin, Schriftstellerin, Lektorin <Verlag>;Weiblich;Schweiz;;1956.0;;
73497;1144316294;Chalut-Bachofen, Etiennette;Schriftstellerin, Journalistin, Lehrerin;Weiblich;Schweiz;;1917.0;2013.0;
73498;139913637;Brécart, Anne;Schriftstellerin, Germanistin, Übersetzerin;Weiblich;Schweiz;Zürich;1960.0;;
73499;117164135;Mühll, Theodora von der;Schriftstellerin, Übersetzerin, Historikerin;Weiblich;Schweiz;;1896.0;1982.0;
73500;1139222147;Roz, Bella;Schriftstellerin;Weiblich;Schweiz, Kolumbien;Cali;1972.0;;
73501;1155851706;Falcy, Chloé;Schriftstellerin;Weiblich;Schweiz;;1991.0;;
73502;113895179X;Mezni, Cindy;Schriftstellerin;Weiblich;Schweiz;;1992.0;;
73503;1160405530;Jaquet, Maryline;Therapeutin, Schriftstellerin;Weiblich;Frankreich, Schweiz;;1977.0;;
73504;118047795;Hauser-Rossier, Yvonne;Schriftstellerin;Unbekannt;Schweiz;;1929.0;;
73505;138261199;Sabatini, Irene;Schriftstellerin, Psychologin;Unbekannt;Simbabwe, Schweiz;;1967.0;;
73506;117760625;Daendliker, Alice;Schriftstellerin;Weiblich;Schweiz;Hombrechtikon;1850.0;1909.0;1866
73507;1159965358;Haab, Annina;Schriftstellerin;Weiblich;Schweiz;;1991.0;;
73508;1141710307;Gut, Meret;Lehrerin, Schriftstellerin;Weiblich;Schweiz;Zürich;1989.0;;
73509;11714813X;Joël, Hedwig;Musikerin, Schriftstellerin;Weiblich;Schweiz;;1868.0;1949.0;1898
73510;1141265028;Arx, Hadwig von;Schriftstellerin, Lehrerin, Bibliothekarin;Weiblich;Schweiz;Solothurn;1881.0;1970.0;
73511;138918074;Jäggi, Claudia;Schriftstellerin;Unbekannt;Schweiz;;1975.0;;
73512;1137292148;Schneider-Gurtner, Ursula;Journalistin, Schriftstellerin, Hausfrau;Unbekannt;Schweiz;Utzenstorf;1936.0;;
73513;137929757;Wild, Sybille;Lehrerin, Übersetzerin, Schriftstellerin, Linguistik;Weiblich;Schweiz;;1972.0;;
73514;1184621616;Stepczynski, Bettina;Schriftstellerin;Weiblich;Schweiz;;1974.0;;
73515;1181360242;Zufferey, Céline;Schriftstellerin;Weiblich;Schweiz;Granges (Wallis);1991.0;;
73516;1178477142;Tadić, Sanela;Schriftstellerin;Weiblich;Schweiz;;1979.0;;
73517;1178494454;Challandes, Catherine;Schriftstellerin, Pädagogin;Weiblich;Schweiz;;1948.0;;
73518;1134884087;Borrini, Catherine-France;Schriftstellerin;Weiblich;Schweiz;;1945.0;;
73519;1134884206;Rochat de la Corne (cfb);Schriftstellerin;Weiblich;Schweiz;;1945.0;;
73520;1135207437;Lebon, Elizabeth;Künstlerin, Schriftstellerin;Weiblich;Schweiz, Großbritannien;Leeds;1983.0;;
73521;1171236042;Suhner, Laurence;Schriftstellerin;Weiblich;Schweiz;Genf;1968.0;;
73522;1203837259;Moser, Mirjana;Schriftstellerin, Physikerin;Weiblich;Schweiz, Kroatien;;1952.0;;
73523;1198147687;Tanner, Jacqueline;Krankenschwester, Schriftstellerin;Weiblich;Schweiz;;1943.0;;
73524;1170117015;Prevost, Olga;Schriftstellerin;Unbekannt;Schweiz;Sent;1937.0;;
73525;1129124983;Femminis, Doris;Krankenschwester, Schriftstellerin;Unbekannt;Schweiz;Cavergno;1972.0;;
73526;132277840;Krone, Irenka;Schriftstellerin;Unbekannt;Schweiz;;1969.0;;
73527;1129631850;Schwarz, Lydia;Schriftstellerin;Weiblich;Schweiz;;1984.0;;
73528;1199582425;Patthey, Jeanne;Schriftstellerin;Weiblich;Schweiz;;1927.0;2009.0;
73529;113789525X;Bouchard, Louise Anne;Schriftstellerin, Fotografin;Weiblich;Schweiz, Kanada;Montréal;1955.0;;
73530;1164477153;Méroz, Nicole;Schriftstellerin;Weiblich;Schweiz;;1943.0;;
73531;1138138711;Gantner, Susanne;Übersetzerin, Schriftstellerin, Organistin, Dirigentin;Weiblich;Schweiz;Zürich;1947.0;;
73532;1201428807;Allemann, Sandra;Schriftstellerin;Weiblich;Schweiz;;1968.0;;
73533;132112620;Mettler, Adriana;Schriftstellerin, Bibliothekarin;Weiblich;Schweiz, USA, Slowakei;;1961.0;;
73534;132201038;Spirig, Jolanda;Übersetzerin, Redakteurin, Schriftstellerin;Unbekannt;Schweiz;;1953.0;;
73535;1197642048;Häberling, Beatrice Olivia;Schriftstellerin;Weiblich;Schweiz;Basel;1951.0;;
73536;1067981667;Gioulami, Dagny;Schauspielerin, Schriftstellerin;Weiblich;Schweiz;Bern;1970.0;;
73537;1196641927;Hodel, Daniela;Sozialpädagogin, Schriftstellerin;Weiblich;Schweiz;;1963.0;;
73538;133813738;Frey, Valérie;Schriftstellerin, Fotografin;Weiblich;Schweiz;La Chaux-de-Fonds;1962.0;;
73539;1159095965;Agdler, Theres Kessler;Schriftstellerin;Weiblich;Schweden, Schweiz;Bern;1969.0;;
73540;1076288537;Lademann, Christa;Schriftstellerin;Weiblich;Schweiz;;1925.0;;
73541;1182474535;Sauty, Josymone;Schriftstellerin;Weiblich;Frankreich, Schweiz;;1900.0;2019.0;
73542;1182698352;Suter, Veronika;Sprachlehrerin, Schriftstellerin;Weiblich;Schweiz;Horgen;1955.0;;
73543;1076637426;Hess, Malika;Schriftstellerin;Weiblich;Schweiz;;1995.0;;
73544;1189764490;Caluori, Martina;Schriftstellerin;Weiblich;Schweiz;;1985.0;;
73545;133163032;Wermuth, Verena;Schriftstellerin, Dekorateurin;Weiblich;Schweiz;;1956.0;;
73546;1193431905;Senancour, Eulalie de;Schriftstellerin;Weiblich;Schweiz, Frankreich;Freiburg im Üechtland;1791.0;1876.0;
73547;132961814;Stadlmair, Martha;Schriftstellerin;Unbekannt;Schweiz;;1942.0;;
73548;1191857670;Santschi-Roth, Suzanne;Schriftstellerin, Verlegerin;Unbekannt;Schweiz;Basel;1936.0;2001.0;
73549;132776901;Steiner, Elisabeth;Sekretärin, Schriftstellerin;Unbekannt;Schweiz;Winterthur;1940.0;;
73550;133303594;Brumagne, Marie-Magdeleine;Journalistin, Kunstkritikerin, Schriftstellerin;Weiblich;Schweiz, Belgien;Lyon;1920.0;2005.0;
73551;133276872;Schweizer, Karin;Schriftstellerin;Weiblich;Schweiz;;1982.0;;
73552;1263065082;Dobbertin, Marie;Schriftstellerin, Illustratorin;Weiblich;Schweiz;;2003.0;;
73553;1187875279;Hänggi, Sabina;Schriftstellerin, Lehrerin;Unbekannt;Schweiz;;1907.0;1954.0;
73554;1147518084;Fasel, Franziska;Schriftstellerin;Unbekannt;Schweiz;Bern;1941.0;;
73555;1188483684;La Manna, Maria Rosaria;Psychotherapeutin, Schriftstellerin;Weiblich;Italien, Schweiz;Caserta;1957.0;1999.0;
73556;1263492452;Maris, Fabienne;Schriftstellerin;Weiblich;Schweiz;;1983.0;;
73557;1190597470;Niggli, Julia;Lehrerin, Schriftstellerin, Übersetzerin;Weiblich;Schweiz;Aarburg;1873.0;1959.0;
73558;1272278050;Schwab, Angela;Schriftstellerin;Weiblich;Schweiz;;1976.0;;
73559;1272287769;Canevascini, Marion;Künstlerin, Schriftstellerin;Weiblich;Schweiz;Göttingen;1972.0;;
73560;1189598809;Kühne, Tatjana;Schriftstellerin;Weiblich;Schweiz;Wattwil;1997.0;;
73561;1152416871;Eigner, Anne-Catherine;Schriftstellerin;Weiblich;Schweiz;Zürich;1957.0;;
73562;132457504;Haas, Carla;Schriftstellerin;Weiblich;Schweiz;Bern;1972.0;;
73563;1151165611;Ciancio, Maria Pina;Schriftstellerin, Lehrerin;Weiblich;Italien, Schweiz;Winterthur;1965.0;;
73564;1151736597;Flüeler, Rosemarie;Schriftstellerin;Unbekannt;Schweiz;;1933.0;2006.0;
73565;1270428853;Rumley, Tasha;Schriftstellerin, Slawistin, Journalistin;Weiblich;Schweiz;;1982.0;;
73566;1256132799;Petrosanyak, Halyna;Schriftstellerin, Übersetzerin;Weiblich;Schweiz, Ukraine;;1969.0;;
73567;1274948584;Bach, Irina;Schriftstellerin, Bloggerin;Unbekannt;Schweiz;;1952.0;;
73568;1194328334;Oymak, Meliké;Schriftstellerin;Weiblich;Schweiz;Genf;1999.0;;
73569;121681653;Schmid, Wanda;Schriftstellerin, Bibliothekarin;Weiblich;Schweiz;Zürich;1947.0;;
73570;116584777;Esterre-Keeling, Elsa d';Schriftstellerin, Übersetzerin;Weiblich;Großbritannien, Schweiz;;1857.0;1935.0;
73571;1183422032;Schuler, Emma;Schriftstellerin;Weiblich;Schweiz;;1899.0;1920.0;
73572;127361920X;Olivieri, Charlotte;Schriftstellerin, Künstlerin;Weiblich;Schweiz;;1994.0;;
73573;115597689;Moser, Milena;Schriftstellerin, Übersetzerin;Weiblich;USA, Schweiz;Zürich;1963.0;;
73574;1275444598;Mani-Mani, Mengia;Schriftstellerin;Weiblich;Schweiz;;1922.0;2019.0;
73575;122263839;Weiss, Mix;Journalistin, Schriftstellerin;Weiblich;Schweiz;;1924.0;2014.0;
73576;1266002685;Ammann, Esther E.;Schriftstellerin, Übersetzerin;Weiblich;Schweiz, Kanada;;1946.0;;
73577;120669013;Duvanel, Adelheid;Schriftstellerin, Künstlerin;Weiblich;Schweiz;;1936.0;1996.0;
73578;126625823X;Senn, Janina;Schriftstellerin;Weiblich;Schweiz;;2006.0;;
73579;122214870;Hostettler, Nadine;Journalistin, Schriftstellerin;Weiblich;Schweiz;Bern;1959.0;;
73580;1266363610;Robert, Emmanuelle;Journalistin, Schriftstellerin;Unbekannt;Schweiz;;1975.0;;
73581;1264818254;Scheiflinger, Bettina;Lehrerin, Schriftstellerin;Unbekannt;Schweiz;;1984.0;;
73582;11727903X;Welti, Helene;Schriftstellerin;Weiblich;Schweiz;;1865.0;1942.0;
73583;117285978;Wenger, Lisa;Schriftstellerin, Künstlerin;Weiblich;Schweiz;Bern;1858.0;1941.0;
